MaritalStatus,Education,AcceptedSummary,Age,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,MntTotal,MntRegularProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Z_CostContact,Z_Revenue,Customer_Days
Together,Basic,0,54,22634,0,0,47,2,23,11,8,6,46,50,4,1,2,1,2,8,0,3,11,2688
Married,Post Degree,0,42,47025,0,1,98,508,11,59,23,5,29,606,577,5,11,1,6,9,0,3,11,2449
Single,Graduation,0,52,70566,0,1,4,381,28,215,84,28,21,736,715,2,6,5,9,3,0,3,11,2425
Married,PhD,0,41,31605,1,0,15,74,0,42,2,1,6,119,113,2,2,1,4,7,0,3,11,2743
Divorced,Master,0,47,52034,1,1,67,146,0,93,7,13,73,259,186,5,4,2,5,7,0,3,11,2567
Single,Graduation,0,41,48526,1,0,32,23,17,23,43,20,9,126,117,1,2,1,4,3,0,3,11,2346
Married,Graduation,0,66,46734,0,1,40,110,5,137,26,23,29,301,272,2,6,1,5,7,0,3,11,2747
Divorced,Graduation,1,58,39552,1,1,54,165,3,147,4,24,41,343,302,7,6,2,5,8,0,3,11,2717
Single,Graduation,0,54,86358,1,1,78,957,47,494,82,47,95,1627,1532,4,5,3,6,8,0,3,11,2849
Together,Graduation,0,43,46931,2,1,94,41,0,17,3,1,16,62,46,2,1,1,3,3,0,3,11,2225
Single,Basic,0,35,16581,0,0,51,1,3,4,2,3,11,13,2,1,0,0,3,4,0,3,11,2692
Divorced,Post Degree,1,68,63998,0,0,42,176,29,818,0,33,112,1056,944,1,7,6,11,4,0,3,11,2350
Married,Master,1,69,67381,0,1,67,815,8,53,11,0,70,887,817,4,2,2,9,7,0,3,11,2689
Single,Graduation,0,53,25930,1,1,87,6,1,2,2,0,4,11,7,1,1,0,2,7,0,3,11,2421
Married,Graduation,0,42,42693,1,0,29,8,4,20,6,3,16,41,25,1,1,0,3,5,0,3,11,2181
Together,Graduation,1,44,85606,0,1,89,717,42,864,219,30,84,1872,1788,2,6,7,9,3,0,3,11,2753
Single,Graduation,1,35,72903,0,0,74,1067,138,750,0,19,39,1974,1935,1,7,5,8,4,0,3,11,2402
Together,Post Degree,0,46,49669,1,0,97,166,5,107,11,8,29,297,268,2,5,1,6,6,0,3,11,2195
Married,PhD,0,52,36778,1,1,63,29,4,34,2,4,4,73,69,3,3,0,3,9,0,3,11,2852
Divorced,PhD,1,58,85696,0,0,88,714,76,395,116,0,12,1301,1289,1,4,6,9,1,0,3,11,2581
Divorced,Master,0,31,10979,0,0,34,8,4,10,2,2,4,26,22,2,3,0,3,5,0,3,11,2197
Married,Graduation,0,59,49678,0,1,81,229,5,56,3,2,20,295,275,2,6,2,4,7,0,3,11,2671
Together,Master,0,67,56129,0,1,65,320,48,133,39,72,48,612,564,4,6,2,10,4,0,3,11,2533
Married,Graduation,0,31,37155,1,0,51,23,0,26,7,15,3,71,68,1,2,0,4,5,0,3,11,2673
Divorced,Post Degree,0,42,21282,1,0,76,1,5,8,4,8,20,26,6,2,2,1,2,6,0,3,11,2208
Single,PhD,0,58,33419,0,1,76,56,0,12,0,0,18,68,50,2,2,0,4,7,0,3,11,2475
Widow,Graduation,0,75,63285,0,0,84,508,124,249,50,38,134,969,835,1,6,5,13,3,0,3,11,2395
Together,Master,0,46,21255,1,0,56,29,0,25,2,2,3,58,55,4,2,1,4,4,0,3,11,2318
Together,Graduation,1,39,42162,1,0,31,46,7,59,2,4,27,118,91,2,3,1,3,6,0,3,11,2381
Together,Graduation,0,64,54450,1,1,0,454,0,171,8,19,32,652,620,12,9,2,8,8,0,3,11,2812
Married,PhD,0,66,57744,0,1,91,350,3,39,0,0,19,392,373,2,9,1,4,8,0,3,11,2388
Single,Graduation,1,34,26576,1,0,40,10,0,8,0,0,9,18,9,1,1,0,2,9,0,3,11,2783
Widow,PhD,0,77,57513,0,0,59,735,40,183,52,20,30,1030,1000,2,9,3,13,6,0,3,11,2517
Together,Graduation,0,56,68142,0,1,96,897,126,196,91,112,37,1422,1385,3,10,4,7,6,0,3,11,2828
Married,Graduation,0,41,7500,0,1,61,5,2,3,3,0,5,13,8,1,1,0,2,8,0,3,11,2828
Together,Graduation,1,46,83145,0,0,14,777,35,731,39,137,114,1719,1605,1,5,9,11,2,0,3,11,2804
Married,Master,0,60,54197,0,1,16,162,6,37,6,13,13,224,211,2,1,3,6,1,0,3,11,2246
Single,PhD,0,57,23091,1,1,98,35,0,11,0,0,2,46,44,4,2,1,3,7,0,3,11,2191
Married,Graduation,1,44,46049,1,1,11,342,9,112,19,14,19,496,477,10,5,2,9,7,0,3,11,2502
Together,Graduation,0,46,56715,0,0,52,258,105,239,237,172,9,1011,1002,1,7,3,4,4,0,3,11,2730
Married,Graduation,0,59,79410,0,0,19,658,80,483,123,13,13,1357,1344,1,3,2,5,1,0,3,11,2190
Married,Graduation,0,69,57304,0,1,61,356,80,329,138,17,106,920,814,2,7,6,10,5,0,3,11,2634
Married,Graduation,0,55,44375,0,1,73,213,5,28,7,7,41,260,219,1,4,1,6,5,0,3,11,2257
Together,Graduation,0,64,54450,1,1,0,454,0,171,8,19,32,652,620,12,9,2,8,8,0,3,11,2812
Married,Graduation,1,55,59594,0,1,74,457,4,29,0,0,9,490,481,1,8,1,7,7,0,3,11,2776
Together,Graduation,0,26,80685,0,0,55,241,45,604,34,26,54,950,896,1,6,4,10,2,0,3,11,2835
Married,PhD,0,46,40344,0,1,48,210,0,6,0,0,2,216,214,2,4,1,5,7,0,3,11,2418
Married,Graduation,0,48,62710,0,1,53,441,35,83,7,29,11,595,584,4,4,2,12,4,0,3,11,2561
Married,Post Degree,0,52,48985,0,1,13,19,13,18,10,7,8,67,59,1,1,1,3,3,0,3,11,2518
Together,Graduation,0,52,35322,1,2,34,28,9,37,12,7,13,93,80,3,2,0,4,8,0,3,11,2835
Married,Graduation,0,72,77142,0,0,54,476,75,162,29,151,97,893,796,1,4,4,8,2,0,3,11,2555
Single,Graduation,0,51,81657,0,0,69,364,40,425,158,60,50,1047,997,1,3,4,8,1,0,3,11,2317
Married,Basic,1,24,14421,0,0,81,0,0,2,3,3,8,8,0,1,1,0,2,5,0,3,11,2291
Married,Post Degree,0,46,20130,0,0,99,0,6,3,7,6,12,22,10,1,1,0,3,8,0,3,11,2263
Married,PhD,0,30,74214,0,0,3,863,83,547,86,99,33,1678,1645,1,8,2,5,5,0,3,11,2831
Married,Master,1,63,66726,1,1,61,349,7,35,0,0,47,391,344,3,8,2,4,7,0,3,11,2327
Together,Basic,0,41,23724,1,0,65,5,23,15,0,18,14,61,47,2,2,0,3,8,0,3,11,2696
Married,Master,0,60,47353,0,1,93,184,2,19,8,8,4,221,217,3,2,2,6,5,0,3,11,2387
Married,Master,0,68,33444,1,1,24,8,0,8,0,0,2,16,14,1,1,0,2,8,0,3,11,2762
Married,Graduation,0,39,54386,0,1,8,277,21,64,62,21,25,445,420,2,3,2,10,3,0,3,11,2567
Divorced,Graduation,0,39,28510,1,1,72,44,5,19,0,4,19,72,53,3,2,0,4,5,0,3,11,2601
Single,Master,1,29,90638,0,0,29,1156,120,915,94,144,96,2429,2333,1,3,4,10,1,0,3,11,2295
Together,Graduation,0,70,48070,0,1,33,373,14,83,6,9,19,485,466,3,8,2,6,7,1,3,11,2691
Married,Graduation,0,63,43140,0,1,68,134,8,76,6,0,11,224,213,1,4,1,5,6,0,3,11,2699
Divorced,PhD,1,59,54959,0,1,55,1148,0,60,0,0,24,1208,1184,3,9,5,4,7,0,3,11,2685
Single,Basic,0,62,15056,1,1,76,6,12,3,21,6,40,48,8,5,2,2,3,5,0,3,11,2581
Single,Graduation,0,49,26954,1,0,17,4,1,11,0,0,1,16,15,1,1,0,2,7,0,3,11,2211
Single,Graduation,0,35,22327,1,0,94,5,4,8,2,0,5,19,14,1,1,0,3,5,0,3,11,2490
Married,Graduation,0,55,44393,1,1,86,24,2,20,2,2,10,50,40,2,1,0,4,4,0,3,11,2470
Single,PhD,1,68,62000,0,1,25,899,0,101,0,0,20,1000,980,1,6,6,13,4,0,3,11,2467
Together,PhD,0,58,31497,0,1,22,108,1,28,13,1,4,151,147,2,3,1,4,8,0,3,11,2729
Married,Post Degree,0,46,45894,0,2,15,27,2,7,0,2,13,38,25,1,1,0,3,5,0,3,11,2281
Divorced,Master,1,50,78579,0,0,35,816,66,549,216,66,99,1713,1614,1,5,6,4,3,0,3,11,2713
Widow,Master,1,51,67369,0,1,81,1298,0,70,37,14,42,1419,1377,4,7,4,10,4,0,3,11,2748
Divorced,Graduation,0,60,58401,0,1,55,10,0,11,17,29,29,67,38,1,1,2,2,4,0,3,11,2229
Single,Graduation,0,68,62307,0,1,94,87,13,34,10,6,10,150,140,1,4,0,4,5,0,3,11,2291
Married,Master,0,51,43641,1,1,50,57,2,51,4,2,23,116,93,3,2,1,4,6,0,3,11,2592
Divorced,Master,0,52,63841,0,1,64,635,15,100,20,7,131,777,646,1,9,3,9,6,0,3,11,2593
Married,Post Degree,0,55,46891,0,1,91,43,12,23,29,15,61,122,61,1,2,1,4,4,0,3,11,2460
Married,Master,1,51,70091,1,0,11,964,34,137,15,0,11,1150,1139,2,5,2,10,8,0,3,11,2614
Married,PhD,0,48,78075,0,0,72,572,8,259,34,35,80,908,828,1,3,5,5,1,0,3,11,2244
Widow,Post Degree,0,59,59184,0,1,6,341,142,113,259,151,66,1006,940,3,6,6,12,5,0,3,11,2817
Married,Graduation,0,43,54809,1,1,0,63,6,57,13,13,22,152,130,4,2,1,5,4,0,3,11,2450
Married,Graduation,0,61,58113,0,1,66,221,104,169,102,78,84,674,590,3,9,2,8,7,1,3,11,2679
Married,Master,0,62,51412,0,1,42,140,3,29,4,5,14,181,167,2,3,2,4,4,0,3,11,2339
Divorced,Graduation,1,41,15287,1,0,60,1,2,8,4,3,13,18,5,2,1,1,2,7,0,3,11,2786
Together,Master,0,63,66636,0,0,64,291,10,689,84,10,0,1084,1084,1,3,4,9,1,0,3,11,2475
Married,Master,1,64,50965,0,1,87,544,13,85,8,6,29,656,627,3,10,4,5,8,0,3,11,2653
Married,PhD,1,55,84618,0,0,96,684,100,801,21,66,0,1672,1672,1,6,9,10,2,0,3,11,2378
Married,Graduation,0,30,18351,0,0,1,1,12,9,0,14,7,36,29,1,2,0,3,7,0,3,11,2402
Together,PhD,1,63,40451,0,2,54,35,0,4,0,0,10,39,29,1,1,1,2,5,0,3,11,2292
Together,Graduation,0,55,36317,0,1,53,87,3,25,3,2,13,120,107,2,3,0,4,7,0,3,11,2562
Together,Graduation,1,63,42213,0,1,96,309,3,24,4,3,20,343,323,2,5,1,7,7,0,3,11,2419
Together,Graduation,0,65,65748,0,1,58,172,73,93,95,78,34,511,477,2,2,4,10,1,1,3,11,2599
Together,Graduation,1,48,77044,0,1,12,625,38,242,50,34,76,989,913,2,7,11,11,4,0,3,11,2404
Together,Graduation,1,51,74918,0,0,78,972,59,913,25,19,59,1988,1929,1,5,9,6,3,0,3,11,2633
Married,Graduation,0,48,56721,1,1,64,157,6,39,6,13,75,221,146,5,4,1,5,6,0,3,11,2765
Single,Graduation,1,45,42160,1,1,26,48,9,45,3,15,20,120,100,4,2,1,4,6,0,3,11,2525
Single,Graduation,0,55,61559,0,1,8,279,83,88,32,14,34,496,462,1,4,2,10,3,0,3,11,2506
Together,PhD,0,57,33629,1,1,49,132,0,16,0,0,4,148,144,5,3,1,4,9,0,3,11,2849
Together,PhD,0,29,68682,0,0,56,919,0,505,99,30,45,1553,1508,1,4,9,10,2,0,3,11,2425
Single,Graduation,0,57,34377,0,1,55,62,0,22,3,1,26,88,62,2,2,2,2,7,0,3,11,2685
Single,Basic,0,34,8940,1,0,25,1,45,3,4,6,42,59,17,3,3,1,3,8,0,3,11,2835
Married,Graduation,0,47,26228,1,0,50,2,6,4,3,1,9,16,7,1,1,0,2,8,0,3,11,2439
Divorced,Post Degree,1,63,77297,0,0,84,408,61,109,48,122,41,748,707,1,5,7,9,4,0,3,11,2678
Married,Graduation,1,39,40211,1,1,30,51,1,7,2,1,25,62,37,2,2,1,2,8,0,3,11,2493
Widow,PhD,0,62,33438,1,1,81,62,1,16,3,2,6,84,78,4,2,1,4,5,0,3,11,2439
Married,PhD,0,61,75032,0,1,74,952,12,180,47,12,12,1203,1191,2,5,4,9,3,0,3,11,2586
Single,PhD,1,65,61284,0,0,76,618,15,106,20,7,45,766,721,1,11,2,8,6,0,3,11,2419
Married,Graduation,1,34,22518,1,0,36,11,7,12,2,2,27,34,7,2,2,1,2,5,0,3,11,2774
Married,Master,0,45,54730,0,1,64,318,3,17,4,7,56,349,293,5,4,1,8,4,0,3,11,2477
Married,Master,0,65,38452,1,1,62,56,0,14,0,0,2,70,68,3,3,0,3,7,0,3,11,2250
Divorced,Graduation,0,49,44421,1,1,53,110,5,59,7,1,7,182,175,5,5,0,4,8,0,3,11,2658
Together,PhD,0,34,38197,1,0,86,23,0,11,2,1,3,37,34,1,1,0,3,5,0,3,11,2524
Divorced,Graduation,0,42,41986,0,1,15,27,5,8,8,3,12,51,39,3,3,0,4,4,0,3,11,2299
Together,Graduation,0,37,28427,1,0,67,18,3,19,3,3,6,46,40,2,2,0,3,8,0,3,11,2624
Together,PhD,0,44,37395,1,0,47,18,0,9,0,1,11,28,17,1,1,0,3,6,0,3,11,2217
Married,Graduation,0,49,64722,1,0,47,303,0,280,60,147,15,790,775,4,8,2,11,6,0,3,11,2193
Together,Master,0,64,55249,0,1,81,97,1,19,2,0,11,119,108,1,2,1,4,3,0,3,11,2232
Together,Graduation,1,48,84906,0,0,98,997,15,414,99,30,76,1555,1479,1,5,6,12,2,0,3,11,2427
Married,Graduation,0,31,28691,1,0,56,5,4,13,8,0,4,30,26,1,1,0,3,8,0,3,11,2519
Single,Graduation,0,68,44213,1,1,48,95,11,35,0,4,7,145,138,4,2,1,5,6,0,3,11,2371
Single,Basic,0,36,25707,1,0,18,1,6,2,3,6,3,18,15,1,1,0,3,7,0,3,11,2321
Married,PhD,0,53,59062,2,1,74,46,1,12,3,0,9,62,53,2,2,0,3,4,0,3,11,2428
Single,Graduation,1,58,76624,0,1,68,411,106,147,54,115,66,833,767,1,5,10,7,1,0,3,11,2195
Together,Master,0,73,66000,0,0,36,244,51,270,101,0,45,666,621,1,1,3,5,1,0,3,11,2229
Together,PhD,0,42,27683,1,0,90,152,9,121,12,12,45,306,261,4,6,2,4,8,0,3,11,2853
Divorced,Graduation,0,49,1730,0,0,65,1,1,3,1,1,1,7,6,15,0,0,0,20,0,3,11,2201
Single,Basic,0,28,7500,1,0,63,10,17,18,8,26,40,79,39,4,3,2,2,9,0,3,11,2732
Together,Graduation,0,52,40521,1,1,82,12,0,5,0,0,4,17,13,1,0,1,2,5,0,3,11,2609
Together,PhD,0,47,20427,1,0,63,5,0,4,0,0,1,9,8,1,1,0,2,8,0,3,11,2256
Married,Graduation,1,45,65106,0,1,55,790,19,133,12,0,19,954,935,3,8,3,13,6,0,3,11,2195
Married,PhD,1,55,69969,0,0,64,882,29,514,38,29,44,1492,1448,1,4,2,6,3,0,3,11,2465
Married,Graduation,1,68,67433,0,2,51,615,28,259,12,48,30,962,932,4,6,5,13,4,0,3,11,2507
Married,PhD,1,53,77766,0,1,97,1004,59,265,115,59,27,1502,1475,2,11,10,11,6,0,3,11,2651
Married,Graduation,0,48,74716,0,1,92,133,27,421,13,195,71,789,718,2,7,3,5,4,0,3,11,2449
Divorced,Graduation,0,57,68118,0,1,51,595,23,123,10,23,154,774,620,2,8,9,4,6,0,3,11,2413
Married,PhD,1,50,55158,1,1,72,293,0,87,4,11,23,395,372,4,7,2,5,7,0,3,11,2858
Married,Post Degree,1,65,62972,0,1,39,313,15,47,20,0,192,395,203,2,7,4,3,6,0,3,11,2854
Married,Graduation,0,45,74190,0,1,49,151,81,86,168,91,64,577,513,2,4,2,11,2,0,3,11,2207
Married,Graduation,1,44,39356,1,1,21,15,0,2,0,0,6,17,11,1,1,0,2,6,0,3,11,2261
Together,Graduation,1,51,76653,0,0,91,736,63,946,219,189,126,2153,2027,1,4,7,11,2,0,3,11,2476
Divorced,PhD,1,47,35860,1,1,37,15,0,8,4,2,20,29,9,2,1,1,2,5,0,3,11,2200
Divorced,PhD,1,37,90687,0,0,98,982,17,672,23,34,51,1728,1677,1,6,2,8,2,0,3,11,2562
Together,Master,1,38,73450,0,0,85,1142,51,415,90,69,37,1767,1730,1,7,8,11,3,0,3,11,2365
Married,Graduation,0,60,31454,1,1,40,28,0,11,0,0,9,39,30,3,2,0,3,8,0,3,11,2517
Single,Graduation,1,68,47139,1,1,2,46,0,12,0,2,23,60,37,2,2,1,2,7,0,3,11,2274
Divorced,Graduation,1,45,83829,0,0,78,897,161,430,186,161,27,1835,1808,0,4,7,6,1,0,3,11,2423
Married,PhD,1,57,53378,1,1,41,489,6,152,8,6,132,661,529,10,9,4,6,8,0,3,11,2802
Together,Graduation,0,50,19656,1,0,94,25,4,9,6,8,32,52,20,3,2,1,3,7,0,3,11,2665
Married,PhD,0,72,45579,0,1,10,145,1,33,2,1,1,182,181,1,4,1,4,6,0,3,11,2472
Single,Post Degree,0,62,85485,0,0,73,630,26,611,44,18,54,1329,1275,1,6,6,6,2,0,3,11,2167
Married,Graduation,1,76,55956,0,0,22,760,38,104,50,9,38,961,923,2,7,3,4,4,0,3,11,2242
Single,Master,0,57,64191,0,1,30,420,15,186,151,38,15,810,795,3,5,3,13,3,0,3,11,2682
Single,Graduation,1,48,38808,1,0,21,125,17,52,3,19,30,216,186,4,5,1,4,8,0,3,11,2831
Married,Master,0,54,57183,1,1,51,464,5,64,7,0,70,540,470,8,9,1,7,8,0,3,11,2626
Divorced,Master,0,52,23748,1,0,97,6,6,29,12,15,8,68,60,3,2,1,3,8,0,3,11,2744
Married,Graduation,1,49,66303,0,1,56,1090,12,96,16,12,60,1226,1166,4,3,4,11,8,0,3,11,2647
Married,Master,1,45,37368,1,0,4,3,2,11,2,2,10,20,10,1,1,0,2,6,0,3,11,2354
Married,Graduation,0,56,40800,1,2,77,24,0,27,8,30,10,89,79,2,3,0,3,7,1,3,11,2703
Divorced,Graduation,1,42,71847,0,0,95,737,21,106,55,63,210,982,772,0,6,7,9,3,0,3,11,2805
Married,Graduation,0,45,46149,0,1,36,254,6,71,4,0,27,335,308,5,5,1,7,5,0,3,11,2371
Together,Graduation,1,37,78687,0,0,13,817,185,687,145,55,241,1889,1648,1,4,6,8,2,0,3,11,2848
Divorced,Post Degree,1,49,49118,0,0,90,620,54,239,99,98,119,1110,991,2,9,7,10,7,0,3,11,2839
Married,PhD,0,63,37633,1,1,49,13,4,20,0,0,1,37,36,2,1,0,3,9,0,3,11,2806
Together,Master,0,69,39767,0,0,18,113,61,204,34,26,47,438,391,2,7,1,7,8,0,3,11,2502
Married,Basic,0,69,26997,0,0,89,7,23,78,133,49,144,290,146,2,4,2,5,7,0,3,11,2760
Divorced,Graduation,0,50,33986,1,0,43,16,2,18,2,1,5,39,34,1,1,0,3,7,0,3,11,2631
Married,PhD,1,48,57091,0,1,82,462,0,24,6,0,4,492,488,2,9,2,5,7,0,3,11,2742
Married,Post Degree,0,51,46831,1,1,84,22,2,10,6,4,34,44,10,2,1,2,2,4,0,3,11,2545
Married,Master,1,48,83151,0,0,80,968,147,842,137,42,210,2136,1926,1,5,7,10,2,0,3,11,2663
Married,Graduation,0,49,52531,0,0,68,283,112,151,51,72,125,669,544,2,7,2,10,6,0,3,11,2705
Married,Graduation,0,64,15759,0,0,12,1,2,5,6,0,3,14,11,1,1,0,2,7,0,3,11,2456
Single,Graduation,0,49,22804,1,0,75,14,1,7,2,1,1,25,24,1,2,0,2,9,0,3,11,2492
Married,Post Degree,0,47,43050,1,0,10,30,5,24,6,3,8,68,60,2,2,0,4,5,0,3,11,2262
Single,PhD,0,43,42997,1,1,91,4,0,5,0,1,5,10,5,1,1,0,2,7,0,3,11,2363
Single,PhD,0,57,48918,1,1,21,52,0,9,0,0,1,61,60,2,1,0,4,4,0,3,11,2237
Together,Master,0,66,60033,0,1,28,62,1,57,19,11,48,150,102,2,2,1,5,2,0,3,11,2251
Together,PhD,0,42,34043,1,0,97,20,2,14,3,0,10,39,29,1,2,0,2,9,0,3,11,2406
Together,Graduation,1,54,57811,0,1,49,545,7,114,37,21,78,724,646,5,7,2,11,5,0,3,11,2529
Married,Graduation,1,74,78569,0,0,14,558,79,622,207,175,95,1641,1546,1,4,6,4,1,0,3,11,2289
Single,Graduation,0,42,7500,1,1,5,6,5,4,13,4,25,32,7,4,2,1,3,6,0,3,11,2708
Together,Graduation,1,67,94384,0,0,62,1111,24,790,160,45,172,2130,1958,0,5,8,5,2,0,3,11,2641
Married,Post Degree,0,35,23148,0,0,83,4,6,8,6,3,10,27,17,1,2,0,3,7,0,3,11,2290
Divorced,Graduation,0,50,44267,1,1,48,183,5,65,3,5,49,261,212,5,5,2,4,9,0,3,11,2648
Married,Graduation,1,41,71626,0,0,94,546,72,376,94,145,72,1233,1161,1,5,5,8,3,0,3,11,2764
Together,Graduation,0,54,60894,0,1,61,606,7,155,10,0,54,778,724,5,10,3,8,7,0,3,11,2525
Together,Graduation,0,44,50200,1,1,70,266,6,51,8,6,64,337,273,6,7,1,5,8,0,3,11,2611
Married,PhD,1,55,81051,0,0,43,1142,29,249,38,29,14,1487,1473,1,5,5,12,2,0,3,11,2196
Married,Graduation,1,38,65169,0,0,23,1074,0,69,0,0,46,1143,1097,1,10,4,13,6,0,3,11,2325
Together,Graduation,0,48,59868,0,1,37,771,51,154,54,10,154,1040,886,7,11,2,12,6,0,3,11,2501
Married,PhD,0,60,65695,0,1,50,371,32,189,0,58,6,650,644,2,5,4,10,4,0,3,11,2308
Single,Master,0,64,64857,0,0,78,556,14,717,210,0,43,1497,1454,1,7,5,10,4,0,3,11,2742
Together,Master,0,55,45143,0,1,74,202,5,74,11,5,14,297,283,3,6,1,5,7,0,3,11,2466
Together,Post Degree,0,65,74805,0,1,14,209,162,209,41,162,37,783,746,5,4,7,10,2,0,3,11,2394
Married,Post Degree,0,31,59060,1,0,77,35,40,111,36,40,12,262,250,3,3,1,7,4,0,3,11,2328
Single,PhD,0,58,27238,1,1,39,37,0,17,0,0,3,54,51,3,3,0,3,9,0,3,11,2594
Together,Graduation,0,55,47009,0,1,89,171,45,73,59,10,90,358,268,4,3,2,8,4,0,3,11,2430
Married,Post Degree,0,47,46094,1,1,62,12,2,20,3,2,5,39,34,1,1,0,3,7,0,3,11,2178
Married,Graduation,0,48,40321,1,1,59,44,4,21,6,0,27,75,48,2,3,0,3,7,0,3,11,2494
Together,Graduation,0,36,37235,1,0,68,20,2,9,4,6,20,41,21,1,1,1,2,4,0,3,11,2307
Married,Master,0,60,81843,0,0,13,779,86,537,34,69,138,1505,1367,1,5,9,12,3,0,3,11,2592
Together,Master,0,62,46692,0,1,37,170,6,97,24,12,88,309,221,3,6,1,5,6,0,3,11,2547
Together,Graduation,1,52,77382,0,1,36,491,48,231,112,105,134,987,853,2,5,7,12,1,0,3,11,2332
Single,Graduation,1,43,37774,2,0,28,173,8,107,7,2,176,297,121,4,7,2,3,9,1,3,11,2823
Married,Basic,0,46,18393,1,0,2,7,10,13,16,0,4,46,42,2,3,0,3,8,0,3,11,2251
Married,Master,0,58,72828,0,1,17,1205,0,235,19,14,205,1473,1268,6,6,3,13,7,0,3,11,2659
Married,Graduation,0,38,24711,0,0,86,10,7,25,6,3,7,51,44,1,3,0,3,7,0,3,11,2231
Married,PhD,0,45,45503,1,0,54,97,4,44,6,1,18,152,134,1,3,1,4,5,0,3,11,2436
Single,Master,0,38,6560,0,0,2,67,11,26,4,3,262,111,-151,0,1,0,1,17,0,3,11,2358
Together,PhD,1,75,71604,0,0,3,345,53,528,98,75,97,1099,1002,1,8,3,5,4,0,3,11,2383
Married,Graduation,0,41,27244,1,0,84,6,5,17,3,24,46,55,9,2,2,2,2,7,0,3,11,2273
Married,Graduation,1,51,48752,1,1,8,73,57,100,71,15,0,316,316,5,6,1,5,9,0,3,11,2723
Married,Graduation,1,58,71434,0,1,4,711,36,217,172,96,168,1232,1064,3,7,4,7,4,0,3,11,2443
Single,Graduation,0,72,90842,0,0,57,774,70,118,182,187,93,1331,1238,1,4,9,13,1,0,3,11,2494
Married,Master,1,42,88097,1,0,24,163,0,480,0,126,75,769,694,1,6,5,8,9,0,3,11,2839
Married,Graduation,0,45,51948,0,1,51,82,33,54,71,30,41,270,229,2,5,2,4,5,0,3,11,2444
Together,Graduation,0,38,71853,0,0,29,358,108,413,141,97,32,1117,1085,1,2,8,6,1,0,3,11,2576
Married,Master,0,37,35876,0,0,13,66,2,40,4,3,14,115,101,1,3,1,3,6,0,3,11,2229
Widow,Graduation,0,68,40049,0,1,23,13,6,7,0,3,3,29,26,1,1,0,3,6,0,3,11,2415
Single,Graduation,1,38,39660,1,0,36,139,13,78,20,13,36,263,227,3,7,1,3,9,0,3,11,2849
Together,Graduation,1,58,50127,0,1,88,274,0,21,4,6,15,305,290,1,5,1,6,6,0,3,11,2190
Married,Master,0,43,43263,0,1,2,262,6,61,0,10,102,339,237,3,5,2,6,5,0,3,11,2744
Married,Master,1,71,62845,1,1,3,1099,0,45,0,0,34,1144,1110,11,3,4,10,8,0,3,11,2795
Married,Graduation,0,30,18929,0,0,15,32,0,8,23,4,18,67,49,1,1,0,4,6,0,3,11,2657
Single,Basic,0,38,24367,1,0,58,2,4,2,0,11,5,19,14,1,1,0,2,9,0,3,11,2625
Single,Graduation,0,45,33249,1,0,11,6,10,21,19,14,42,70,28,2,2,1,3,6,0,3,11,2653
Married,Post Degree,0,61,26887,0,1,27,6,7,4,3,4,6,24,18,1,1,0,3,6,0,3,11,2663
Married,PhD,0,37,50150,0,0,32,135,46,92,65,61,11,399,388,2,5,2,7,5,0,3,11,2533
Together,Graduation,1,44,62061,0,1,12,641,7,84,0,30,38,762,724,3,10,4,7,6,0,3,11,2461
Divorced,PhD,1,58,85696,0,0,88,714,76,395,116,0,12,1301,1289,1,4,6,9,1,0,3,11,2581
Together,PhD,0,64,76542,0,0,91,794,73,573,0,29,14,1469,1455,1,4,8,10,2,0,3,11,2615
Single,Graduation,1,27,70515,0,0,12,420,0,452,182,64,140,1118,978,1,6,6,4,2,0,3,11,2410
Together,Graduation,0,33,18227,1,0,21,1,2,7,4,3,11,17,6,1,0,1,2,8,0,3,11,2757
Married,Graduation,0,55,69139,0,1,23,86,12,75,33,15,6,221,215,1,4,1,5,4,0,3,11,2312
Married,Graduation,1,38,69109,0,0,10,823,25,459,124,29,95,1460,1365,1,6,6,7,4,0,3,11,2756
Single,Graduation,0,58,69627,0,1,35,231,161,215,171,30,53,808,755,2,8,2,11,5,0,3,11,2628
Married,Graduation,1,42,38136,1,0,69,8,15,27,0,20,33,70,37,2,3,1,2,8,0,3,11,2592
Single,PhD,0,74,62159,0,0,68,182,17,259,77,70,29,605,576,1,6,2,10,4,0,3,11,2221
Single,Graduation,0,57,80695,0,0,85,557,129,984,193,37,18,1900,1882,1,5,8,5,2,0,3,11,2341
Single,Master,0,49,33316,1,1,34,79,1,31,4,4,12,119,107,3,2,1,4,6,0,3,11,2427
Together,Graduation,0,52,58554,1,1,55,368,24,68,38,0,88,498,410,6,8,2,6,7,0,3,11,2800
Married,Basic,1,28,17256,1,0,10,6,4,14,8,8,22,40,18,2,2,1,2,8,0,3,11,2377
Divorced,Graduation,0,46,53034,1,1,30,160,15,196,15,11,50,397,347,8,6,1,7,8,0,3,11,2554
Together,Post Degree,0,70,52203,0,0,36,488,21,238,56,108,28,911,883,1,8,7,11,6,0,3,11,2857
